Customer ID,Recency,Frequency,Monetary,AvgOrderValue,AvgQtyPerInvoice,UniqueProducts,PurchaseSpan,Cluster,ClusterName
12429.0,1,5,3735.51,747.102,357.4,70,180,-1,Outliers
12431.0,9,13,4370.52,336.1938461538462,139.30769230769232,131,320,1,Champions
12433.0,2,5,7205.39,1441.078,1209.0,163,110,-1,Outliers
12434.0,17,1,297.29,297.29,138.0,20,0,0,At Risk
12435.0,32,4,6096.04,1524.0100000000002,725.75,68,340,1,Champions
12437.0,31,21,7731.99,368.19,241.8095238095238,216,341,1,Champions
12439.0,318,2,1158.18,579.09,242.0,69,43,1,Champions
12440.0,98,2,859.2,429.59999999999997,165.5,21,255,1,Champions
12441.0,2,1,173.55,173.55,121.0,11,0,-1,Outliers
12443.0,368,1,485.31,485.31,182.0,21,0,0,At Risk
12445.0,56,1,301.58000000000004,301.58000000000004,144.0,20,0,0,At Risk
12449.0,46,2,768.6,384.3,364.5,10,28,1,Champions
12450.0,35,3,490.32,163.44,104.66666666666667,25,75,1,Champions
12451.0,99,3,3634.36,1211.4533333333331,928.0,147,66,1,Champions
12454.0,31,4,13151.44,3287.8599999999997,1674.25,9,25,-1,Outliers
12455.0,81,4,3413.09,853.2725,303.25,121,276,1,Champions
12457.0,71,1,632.68,632.68,251.0,22,0,0,At Risk
12458.0,63,2,830.09,415.045,240.0,44,60,1,Champions
12459.0,241,1,454.36,454.3599999999999,258.0,23,0,0,At Risk
12460.0,92,1,326.65,326.65,170.0,18,0,0,At Risk
12466.0,318,1,56.73,56.73,1.0,1,0,-1,Outliers
12467.0,59,1,132.8,132.8,129.0,9,0,0,At Risk
12468.0,162,3,2941.2,980.4,611.6666666666666,102,156,1,Champions
12469.0,158,2,3070.54,1535.27,1276.0,76,14,-1,Outliers
12470.0,325,1,211.95,211.95,95.0,23,0,0,At Risk
12471.0,10,49,20139.739999999998,411.01510204081626,176.9387755102041,159,358,-1,Outliers
12472.0,5,13,11308.48,869.8830769230769,554.0,312,356,-1,Outliers
12474.0,14,13,5048.66,388.35846153846154,239.0,197,288,1,Champions
12475.0,45,1,426.26,426.26,236.0,25,0,0,At Risk
12476.0,32,12,7298.99,608.2491666666666,269.75,225,105,1,Champions
12477.0,35,3,7056.63,2352.2099999999996,822.0,209,223,-1,Outliers
12480.0,35,3,2183.2200000000003,727.7400000000001,415.0,79,108,1,Champions
12481.0,1,6,6765.07,1127.5116666666665,658.1666666666666,139,241,-1,Outliers
12482.0,212,29,23691.4,816.944827586207,932.4827586206897,42,77,-1,Outliers
12483.0,14,11,2635.6,239.60000000000002,96.54545454545455,35,298,1,Champions
12484.0,119,6,1828.43,304.7383333333333,180.0,110,197,1,Champions
12485.0,165,1,708.1,708.1000000000001,414.0,34,0,0,At Risk
12486.0,67,1,1037.28,1037.2800000000002,523.0,49,0,0,At Risk
12487.0,366,1,285.29999999999995,285.29999999999995,174.0,2,0,0,At Risk
12490.0,14,11,4405.71,400.51909090909083,258.3636363636364,117,360,1,Champions
12492.0,39,1,452.0,452.00000000000006,252.0,22,0,0,At Risk
12494.0,1,3,626.77,208.92333333333332,93.66666666666667,28,210,-1,Outliers
12495.0,276,1,357.4,357.4,130.0,17,0,0,At Risk
12496.0,256,2,54.09,27.045,16.5,10,0,-1,Outliers
12497.0,36,2,5205.400000000001,2602.7000000000003,2224.5,30,244,-1,Outliers
12499.0,196,1,393.72,393.71999999999997,302.0,27,0,0,At Risk
12500.0,71,8,1697.39,212.17375,87.375,61,238,1,Champions
12503.0,220,1,1126.0,1126.0,561.0,2,0,-1,Outliers
12504.0,53,2,297.0,148.50000000000003,184.0,8,179,1,Champions
12505.0,44,1,955.2,955.1999999999999,324.0,42,0,0,At Risk
12507.0,220,1,539.25,539.25,362.0,28,0,0,At Risk
12510.0,95,7,4195.45,599.3500000000001,242.28571428571428,85,276,1,Champions
12511.0,64,1,3084.02,3084.0200000000004,1753.0,190,0,-1,Outliers
12514.0,277,1,580.08,580.0799999999999,400.0,33,0,0,At Risk
12516.0,66,2,1336.56,668.28,538.5,38,168,1,Champions
12519.0,112,1,385.7,385.7,212.0,22,0,0,At Risk
12523.0,10,12,2582.38,215.19833333333335,117.5,105,357,1,Champions
12524.0,24,9,6640.39,737.821111111111,386.55555555555554,65,280,1,Champions
12525.0,134,3,973.73,324.5766666666667,169.66666666666666,56,149,1,Champions
12527.0,130,2,386.8,193.4,146.0,13,34,1,Champions
12529.0,164,1,316.48,316.47999999999996,192.0,21,0,0,At Risk
12530.0,51,5,2096.98,419.396,360.0,66,227,1,Champions
12531.0,322,1,1807.98,1807.9799999999996,1074.0,110,0,0,At Risk
12533.0,263,2,1367.89,683.945,352.0,63,110,1,Champions
12537.0,44,1,732.94,732.94,449.0,43,0,0,At Risk
12538.0,14,1,276.5,276.5,145.0,13,0,0,At Risk
12539.0,86,3,5646.400000000001,1882.1333333333332,822.6666666666666,127,265,-1,Outliers
12540.0,14,16,8854.25,553.390625,270.875,171,353,1,Champions
12542.0,120,2,481.88,240.94,261.0,39,156,1,Champions
12543.0,84,1,980.25,980.25,688.0,43,0,0,At Risk
12547.0,136,1,175.78,175.77999999999997,175.0,13,0,0,At Risk
12549.0,211,6,1575.68,262.6133333333333,227.66666666666666,38,121,1,Champions
12553.0,21,2,916.47,458.235,180.0,39,37,1,Champions
12554.0,84,1,468.5,468.5,240.0,26,0,0,At Risk
12555.0,318,1,129.23,129.23,1.0,1,0,-1,Outliers
12557.0,7,4,6725.18,1681.295,599.5,15,351,-1,Outliers
12562.0,21,2,1185.18,592.59,274.0,33,49,1,Champions
12563.0,44,1,249.24,249.24,113.0,13,0,0,At Risk
12567.0,3,7,4308.58,615.5114285714286,254.42857142857142,146,299,1,Champions
12568.0,280,1,70.0,70.0,48.0,5,0,0,At Risk
12570.0,318,1,77.52,77.52,1.0,1,0,-1,Outliers
12573.0,17,4,556.87,139.21750000000003,98.75,83,83,1,Champions
12575.0,93,2,622.8199999999999,311.40999999999997,157.5,34,69,1,Champions
12576.0,28,3,826.89,275.63000000000005,175.66666666666666,51,133,1,Champions
12577.0,17,5,995.9499999999999,199.19,145.0,144,354,1,Champions
12578.0,21,2,1847.94,923.9700000000001,592.0,53,58,1,Champions
12580.0,212,1,637.2,637.2,331.0,34,0,0,At Risk
12582.0,58,2,1469.04,734.52,342.5,79,155,1,Champions
12583.0,9,13,7166.0599999999995,551.2353846153845,301.84615384615387,87,359,1,Champions
12586.0,10,3,1865.73,621.91,202.66666666666666,76,348,1,Champions
12588.0,35,3,743.88,247.96000000000004,128.33333333333334,27,198,1,Champions
12589.0,57,6,4048.98,674.8299999999999,243.0,100,267,1,Champions
12591.0,26,2,899.3,449.65,224.5,38,18,1,Champions
12592.0,155,3,2145.06,715.0199999999999,528.3333333333334,32,0,-1,Outliers
12594.0,14,5,1751.89,350.378,198.2,60,267,1,Champions
12595.0,140,1,299.02,299.02000000000004,271.0,19,0,0,At Risk
12598.0,99,3,1511.01,503.6700000000001,314.0,69,185,1,Champions
12599.0,17,6,1264.14,210.68999999999997,205.5,37,196,1,Champions
12600.0,7,12,2444.88,203.74,53.333333333333336,32,360,-1,Outliers
12601.0,40,1,104.19999999999999,104.2,45.0,6,0,0,At Risk
12605.0,12,4,1232.95,308.2375,232.25,63,81,1,Champions
12606.0,318,1,21.0,21.0,1.0,1,0,-1,Outliers
12608.0,40,1,415.79,415.78999999999996,323.0,16,0,0,At Risk
12609.0,10,6,2309.01,384.835,150.83333333333334,84,345,1,Champions
12613.0,24,5,3490.69,698.138,503.8,132,337,1,Champions
12615.0,49,4,3449.79,862.4475,485.25,147,217,1,Champions
12616.0,24,1,417.8,417.79999999999995,214.0,22,0,0,At Risk
12619.0,196,1,140.14,140.14,140.0,10,0,0,At Risk
12621.0,1,16,11086.14,692.88375,405.8125,163,302,1,Champions
12623.0,52,6,3442.7400000000002,573.79,296.6666666666667,109,279,1,Champions
12625.0,145,2,2481.06,1240.53,848.5,85,87,1,Champions
12629.0,21,2,1558.22,779.1099999999999,361.0,40,37,1,Champions
12631.0,92,5,2841.07,568.214,274.2,105,237,1,Champions
12632.0,156,2,804.88,402.44,347.0,32,44,1,Champions
12633.0,18,3,3514.18,1171.3933333333332,692.0,182,143,1,Champions
12634.0,171,2,490.0,245.0,168.5,20,12,1,Champions
12635.0,28,2,1241.23,620.615,388.5,77,64,1,Champions
12636.0,374,1,141.0,141.0,1.0,1,0,-1,Outliers
12637.0,14,4,2318.41,579.6025,320.5,162,165,1,Champions
12638.0,275,1,249.8,249.8,86.0,9,0,0,At Risk
12639.0,70,2,826.27,413.13500000000005,215.0,39,193,1,Champions
12643.0,21,6,5005.78,834.2966666666666,496.1666666666667,14,225,-1,Outliers
12644.0,66,3,1440.58,480.1933333333334,235.66666666666666,76,263,1,Champions
12645.0,45,4,1764.12,441.03000000000003,260.25,72,259,1,Champions
12647.0,3,27,14201.53,525.9825925925926,201.74074074074073,218,327,1,Champions
12648.0,73,3,793.95,264.65000000000003,119.33333333333333,32,263,1,Champions
12649.0,18,5,1671.1399999999999,334.22800000000007,274.6,75,313,1,Champions
12651.0,14,3,263.75,87.91666666666667,62.333333333333336,21,86,1,Champions
12652.0,70,1,97.05000000000001,97.05000000000001,31.0,3,0,0,At Risk
12653.0,162,1,1950.98,1950.98,762.0,43,0,0,At Risk
12655.0,59,1,261.35,261.35,80.0,16,0,0,At Risk
12656.0,61,3,2356.66,785.5533333333333,379.0,108,137,1,Champions
12661.0,72,1,162.0,162.00000000000003,216.0,11,0,0,At Risk
12662.0,9,10,3138.2400000000002,313.824,152.3,94,244,1,Champions
12663.0,260,2,239.4,119.7,90.5,9,43,1,Champions
12664.0,150,2,1188.16,594.08,146.0,4,212,-1,Outliers
12665.0,53,2,250.6,125.3,64.0,13,251,1,Champions
12666.0,30,1,1248.42,1248.42,370.0,31,0,0,At Risk
12668.0,14,6,7637.53,1272.9216666666669,573.6666666666666,233,298,1,Champions
12670.0,21,2,764.24,382.12,115.0,21,280,1,Champions
12671.0,242,1,2622.481,2622.481,1460.0,45,0,-1,Outliers
12672.0,231,1,211.15,211.15000000000003,60.0,12,0,0,At Risk
12673.0,37,1,619.5,619.5,349.0,32,0,0,At Risk
12675.0,189,2,958.5,479.25000000000006,168.5,111,24,1,Champions
12676.0,44,5,1511.7,302.34000000000003,239.4,47,74,1,Champions
12677.0,191,2,395.1,197.55,88.0,13,111,1,Champions
12678.0,11,9,16652.72,1850.3022222222223,1272.111111111111,140,325,-1,Outliers
12681.0,3,24,17080.74,711.6974999999999,419.1666666666667,341,358,-1,Outliers
12682.0,1,23,11745.69,510.6821739130435,236.65217391304347,210,373,1,Champions
12683.0,1,8,4220.21,527.52625,337.0,143,360,1,Champions
12686.0,7,1,89.14,89.14,107.0,7,0,-1,Outliers
12687.0,116,2,2138.91,1069.4549999999997,701.5,126,0,-1,Outliers
12691.0,56,1,134.6,134.6,51.0,7,0,0,At Risk
12692.0,273,1,110.95,110.95,36.0,13,0,0,At Risk
12693.0,32,3,847.11,282.36999999999995,93.66666666666667,35,126,1,Champions
12694.0,57,1,973.68,973.68,846.0,46,0,0,At Risk
12695.0,164,3,825.02,275.00666666666666,78.0,28,137,1,Champions
12696.0,70,2,851.91,425.955,282.0,43,74,1,Champions
12698.0,226,1,339.75,339.75,111.0,16,0,0,At Risk
12699.0,53,1,638.11,638.11,373.0,41,0,0,At Risk
12701.0,165,4,1648.7,412.175,262.25,80,104,1,Champions
12703.0,269,3,722.98,240.9933333333333,143.66666666666666,44,51,1,Champions
12705.0,19,5,4893.81,978.7620000000001,638.2,196,150,1,Champions
12708.0,4,9,2601.19,289.0211111111111,134.88888888888889,80,353,1,Champions
12709.0,2,20,21356.82,1067.841,502.35,152,363,-1,Outliers
12711.0,247,2,1339.05,669.5249999999999,385.0,56,65,1,Champions
12712.0,1,10,2797.53,279.75300000000004,128.7,99,365,1,Champions
12714.0,24,7,9384.85,1340.6928571428573,815.0,324,347,1,Champions
12717.0,226,1,277.93,277.93,94.0,16,0,0,At Risk
12720.0,5,6,2478.94,413.1566666666666,274.1666666666667,129,137,1,Champions
12721.0,21,2,1356.95,678.475,348.0,73,86,1,Champions
12724.0,19,3,1286.11,428.7033333333334,311.3333333333333,66,151,1,Champions
12725.0,7,4,2266.76,566.6899999999999,285.5,92,213,1,Champions
12726.0,23,4,1405.5,351.37500000000006,368.75,30,237,1,Champions
12727.0,78,3,1698.8300000000002,566.2766666666668,244.66666666666666,44,212,1,Champions
12728.0,19,1,233.84,233.84,124.0,15,0,0,At Risk
12730.0,157,1,829.25,829.2500000000001,234.0,47,0,0,At Risk
12731.0,78,5,6879.8,1375.9600000000003,640.8,72,205,1,Champions
12733.0,25,3,2040.92,680.3066666666667,253.0,106,300,1,Champions
12734.0,10,2,529.25,264.625,88.5,13,17,1,Champions
12737.0,134,2,3710.5,1855.25,1.0,2,0,-1,Outliers
12738.0,8,1,155.35,155.35,148.0,11,0,0,At Risk
12739.0,21,2,1713.69,856.845,232.5,51,8,1,Champions
12741.0,165,2,406.07,203.035,107.0,16,3,0,At Risk
12742.0,261,1,1201.52,1201.5200000000002,1359.0,67,0,0,At Risk
12744.0,95,4,4037.77,1009.4424999999998,438.25,110,131,1,Champions
12745.0,122,3,925.41,308.47,156.0,21,195,1,Champions
12746.0,176,1,254.55,254.55,97.0,17,0,0,At Risk
12747.0,5,16,5080.53,317.53312500000004,92.6875,67,363,1,Champions
12748.0,1,144,22879.66,158.8865277777778,92.78472222222223,1342,369,-1,Outliers
12749.0,35,4,2806.48,701.6200000000001,222.25,121,121,1,Champions
12751.0,80,1,268.27,268.27,189.0,61,0,0,At Risk
12755.0,1,10,5218.709999999999,521.871,229.0,31,327,-1,Outliers
12758.0,95,5,7111.650000000001,1422.33,804.0,146,278,1,Champions
12759.0,22,5,3489.3,697.86,460.0,151,349,1,Champions
12760.0,91,1,347.8,347.8,198.0,21,0,0,At Risk
12761.0,93,2,782.95,391.47499999999997,140.5,27,7,1,Champions
12763.0,5,1,320.08,320.08000000000004,196.0,16,0,0,At Risk
12765.0,108,6,1404.58,234.09666666666666,168.16666666666666,49,169,1,Champions
12766.0,2,3,3078.65,1026.2166666666665,600.0,132,41,-1,Outliers
12767.0,11,1,949.82,949.82,598.0,43,0,0,At Risk
12768.0,86,1,168.69000000000003,168.69000000000003,102.0,10,0,0,At Risk
12770.0,92,1,1895.0,1895.0,1100.0,16,0,-1,Outliers
12771.0,121,1,282.3,282.3,104.0,15,0,0,At Risk
12773.0,200,1,124.25,124.25,109.0,6,0,0,At Risk
12774.0,171,1,98.7,98.7,53.0,6,0,0,At Risk
12775.0,24,2,300.08,150.04,103.0,13,21,1,Champions
12776.0,303,1,55.5,55.5,46.0,4,0,0,At Risk
12777.0,93,1,519.45,519.45,458.0,26,0,0,At Risk
12778.0,32,3,953.45,317.81666666666666,303.3333333333333,55,206,1,Champions
12779.0,7,7,2740.91,391.5585714285714,231.0,84,365,1,Champions
12780.0,234,1,337.4,337.3999999999999,285.0,20,0,0,At Risk
12782.0,10,6,2287.32,381.22,155.16666666666666,94,144,1,Champions
12784.0,165,1,1230.33,1230.3300000000002,582.0,72,0,0,At Risk
12785.0,171,2,788.45,394.225,161.0,36,195,1,Champions
12786.0,245,1,728.5,728.5000000000001,324.0,18,0,0,At Risk
12787.0,49,1,398.52,398.52,249.0,24,0,0,At Risk
12788.0,99,4,444.9,111.225,48.5,20,65,1,Champions
12789.0,148,2,181.5,90.75,16.0,2,181,-1,Outliers
12790.0,46,1,266.93,266.92999999999995,140.0,16,0,0,At Risk
12791.0,9,6,863.51,143.91833333333335,58.833333333333336,17,250,1,Champions
12792.0,170,1,426.47,426.46999999999997,177.0,22,0,0,At Risk
12793.0,7,2,471.85,235.925,115.5,23,30,1,Champions
12796.0,264,1,381.0,381.0,182.0,7,0,0,At Risk
12797.0,1,2,552.08,276.04,107.5,27,58,-1,Outliers
12798.0,57,1,1533.8899999999999,1533.8899999999999,3199.0,25,0,-1,Outliers
12799.0,165,1,219.35,219.35000000000002,137.0,15,0,0,At Risk
12800.0,106,3,584.25,194.75,94.66666666666667,31,206,1,Champions
12801.0,136,1,1071.82,1071.8200000000002,505.0,50,0,0,At Risk
12802.0,78,6,1988.84,331.4733333333333,276.3333333333333,89,121,1,Champions
12803.0,29,1,1092.81,1092.8100000000002,872.0,55,0,0,At Risk
12804.0,101,2,327.02,163.51,135.5,60,34,1,Champions
12805.0,17,4,1434.95,358.73749999999995,148.25,44,293,1,Champions
12806.0,71,4,2878.96,719.74,521.75,58,153,1,Champions
12807.0,19,1,330.35,330.35,145.0,16,0,0,At Risk
12808.0,4,3,422.45,140.8166666666667,62.333333333333336,26,94,1,Champions
12809.0,201,2,1266.63,633.315,149.0,52,81,1,Champions
12810.0,170,2,534.99,267.495,194.5,32,142,1,Champions
12811.0,14,2,519.05,259.525,102.5,23,48,1,Champions
12813.0,137,3,1687.8,562.6,380.3333333333333,37,191,1,Champions
12817.0,35,2,524.94,262.47,83.0,16,34,1,Champions
12819.0,94,1,540.52,540.52,344.0,19,0,0,At Risk
12820.0,33,7,1747.18,249.59714285714287,177.42857142857142,87,337,1,Champions
12821.0,247,1,128.07999999999998,128.08,92.0,7,0,0,At Risk
12823.0,30,13,4742.0,364.7692307692308,53.84615384615385,1,284,-1,Outliers
12825.0,157,2,518.63,259.315,69.5,20,120,1,Champions
12826.0,1,6,1481.03,246.83833333333337,156.16666666666666,53,356,1,Champions
12829.0,186,1,92.30000000000001,92.30000000000001,174.0,8,0,0,At Risk
12831.0,99,2,236.06,118.03,84.0,13,0,-1,Outliers
12835.0,63,41,6043.31,147.3978048780488,57.48780487804878,138,308,-1,Outliers
12836.0,25,11,3972.76,361.16,106.54545454545455,173,349,1,Champions
12837.0,205,1,554.31,554.3100000000001,185.0,73,0,0,At Risk
12838.0,9,9,2715.35,301.7055555555555,165.11111111111111,177,219,1,Champions
12839.0,3,13,4480.31,344.6392307692307,234.0,112,365,1,Champions
12840.0,73,3,1315.2,438.3999999999999,249.0,57,237,1,Champions
12841.0,5,17,3518.33,206.96058823529413,156.2941176470588,154,149,1,Champions
12842.0,40,2,799.0,399.5000000000001,170.0,13,333,1,Champions
12843.0,18,22,4886.15,222.09772727272727,102.27272727272727,77,344,1,Champions
12844.0,78,2,322.64,161.32,49.0,43,151,1,Champions
12846.0,318,1,15.58,15.58,1.0,1,0,-1,Outliers
12847.0,23,1,765.36,765.36,624.0,34,0,0,At Risk
12848.0,311,1,208.0,208.0,58.0,16,0,0,At Risk
12849.0,17,4,2039.67,509.9175,314.75,80,209,1,Champions
12850.0,81,1,330.0,330.0,200.0,2,0,0,At Risk
12851.0,113,1,148.95,148.95,51.0,30,0,0,At Risk
12853.0,63,5,1950.4,390.08000000000004,173.6,58,245,1,Champions
12854.0,197,4,1669.52,417.38,252.0,120,167,1,Champions
12855.0,8,4,612.84,153.21000000000004,60.0,65,29,-1,Outliers
12857.0,72,4,2581.6,645.4,269.25,46,247,1,Champions
12858.0,19,1,177.92,177.92,63.0,36,0,0,At Risk
12859.0,94,1,575.1,575.0999999999999,292.0,21,0,0,At Risk
12860.0,329,1,55.47,55.47,27.0,16,0,0,At Risk
12861.0,255,1,68.25,68.25,27.0,4,0,0,At Risk
12862.0,61,2,1008.3199999999999,504.16,306.5,119,69,1,Champions
12863.0,15,5,2271.35,454.27,141.4,23,210,1,Champions
12864.0,144,1,152.45,152.45,231.0,4,0,0,At Risk
12865.0,14,2,1755.24,877.62,524.0,93,98,1,Champions
12866.0,110,2,668.23,334.11499999999995,191.0,34,28,1,Champions
12867.0,33,6,3876.47,646.0783333333334,606.8333333333334,260,325,1,Champions
12868.0,9,3,640.0,213.33333333333337,118.0,30,19,1,Champions
12869.0,317,1,337.66999999999996,337.6700000000001,144.0,35,0,0,At Risk
12870.0,11,3,1676.95,558.9833333333335,302.0,85,248,1,Champions
12871.0,75,1,363.38,363.38,284.0,7,0,0,At Risk
12872.0,1,11,3085.52,280.5018181818182,139.63636363636363,204,370,1,Champions
12873.0,33,2,1653.3,826.6500000000002,329.0,30,284,1,Champions
12874.0,21,2,948.42,474.21,311.5,44,169,1,Champions
12875.0,107,3,1013.76,337.92,1056.0,2,226,-1,Outliers
12876.0,30,2,1863.77,931.885,553.0,70,195,1,Champions
12877.0,37,8,1419.4,177.425,135.5,76,289,1,Champions
12880.0,17,2,640.13,320.065,139.5,32,192,1,Champions
12887.0,19,1,222.4,222.4,100.0,13,0,0,At Risk
12889.0,17,4,385.46000000000004,96.36500000000001,31.0,25,121,1,Champions
12890.0,23,1,336.8,336.79999999999995,207.0,56,0,0,At Risk
12891.0,94,8,509.5,63.6875,171.875,2,201,-1,Outliers
12892.0,32,1,263.38,263.38,140.0,18,0,0,At Risk
12894.0,211,1,157.35,157.35,33.0,21,0,0,At Risk
12897.0,17,2,297.75,148.875,69.5,9,162,1,Champions
12898.0,99,2,310.96000000000004,155.48,120.0,27,195,1,Champions
12899.0,49,1,366.4,366.4,108.0,17,0,0,At Risk
12900.0,58,1,340.33,340.33000000000004,139.0,13,0,0,At Risk
12903.0,64,1,833.53,833.5300000000001,493.0,41,0,0,At Risk
12905.0,212,2,1018.42,509.21,266.0,52,105,1,Champions
12907.0,31,2,508.91,254.45499999999998,88.5,23,98,1,Champions
12908.0,16,3,1026.0,342.0,600.0,1,249,-1,Outliers
12909.0,60,3,924.52,308.17333333333335,222.66666666666666,49,228,1,Champions
12910.0,15,5,2721.48,544.296,388.0,38,241,1,Champions
12911.0,187,1,1680.47,1680.4699999999998,820.0,220,0,-1,Outliers
12913.0,4,9,4217.2300000000005,468.5811111111113,201.44444444444446,26,370,-1,Outliers
12914.0,36,1,223.98,223.98,336.0,9,0,0,At Risk
12915.0,8,3,811.1,270.36666666666673,119.66666666666667,40,216,1,Champions
12916.0,78,3,1647.87,549.2899999999998,218.33333333333334,51,242,1,Champions
12917.0,36,5,3765.2,753.04,196.8,44,330,1,Champions
12918.0,262,1,10953.5,10953.5,1.0,1,0,-1,Outliers
12920.0,207,3,323.86,107.95333333333333,97.33333333333333,32,153,1,Champions
12921.0,2,39,19333.95,495.74230769230763,312.35897435897436,200,371,-1,Outliers
12923.0,26,2,612.9,306.45,84.0,28,184,1,Champions
12924.0,29,8,1535.7,191.9625,117.75,37,337,1,Champions
12925.0,228,1,35.28,35.28,108.0,5,0,-1,Outliers
12926.0,47,4,1548.46,387.115,191.5,202,314,1,Champions
12927.0,30,1,197.31,197.31,145.0,11,0,0,At Risk
12928.0,14,7,2242.19,320.3128571428571,203.85714285714286,62,171,1,Champions
12931.0,16,42,50291.38,1197.4138095238095,831.0,21,357,-1,Outliers
12932.0,175,8,1698.56,212.32,201.125,69,128,1,Champions
12933.0,16,5,1079.5,215.90000000000003,92.0,152,349,1,Champions
12934.0,372,1,181.65,181.65,31.0,2,0,0,At Risk
12935.0,11,8,2083.16,260.395,168.5,61,231,1,Champions
12937.0,99,5,1593.34,318.668,195.2,71,273,1,Champions
12939.0,15,12,13683.0,1140.25,454.3333333333333,12,317,-1,Outliers
12941.0,360,1,377.49,377.49000000000007,381.0,27,0,0,At Risk
12942.0,1,1,258.75,258.75,69.0,16,0,-1,Outliers
